0/293 (epoch 0), train_loss = 5.333, time/batch = 91.505
96/293 (epoch 0), train_loss = 1.316, time/batch = 90.606
97/293 (epoch 0), train_loss = 1.296, time/batch = 90.591
98/293 (epoch 0), train_loss = 1.281, time/batch = 90.557
99/293 (epoch 0), train_loss = 1.274, time/batch = 90.555
100/293 (epoch 0), train_loss = 1.294, time/batch = 90.591
101/293 (epoch 0), train_loss = 1.277, time/batch = 90.591
102/293 (epoch 0), train_loss = 1.249, time/batch = 90.611
103/293 (epoch 0), train_loss = 1.233, time/batch = 90.631
104/293 (epoch 0), train_loss = 1.242, time/batch = 90.620
105/293 (epoch 0), train_loss = 1.225, time/batch = 90.547
106/293 (epoch 0), train_loss = 1.215, time/batch = 90.634
107/293 (epoch 0), train_loss = 1.187, time/batch = 90.562
108/293 (epoch 0), train_loss = 1.210, time/batch = 90.769
109/293 (epoch 0), train_loss = 1.195, time/batch = 90.494
110/293 (epoch 0), train_loss = 1.181, time/batch = 90.557
111/293 (epoch 0), train_loss = 1.158, time/batch = 90.579
112/293 (epoch 0), train_loss = 1.169, time/batch = 90.581
113/293 (epoch 0), train_loss = 1.171, time/batch = 90.585
114/293 (epoch 0), train_loss = 1.139, time/batch = 90.633
115/293 (epoch 0), train_loss = 1.137, time/batch = 90.542
116/293 (epoch 0), train_loss = 1.135, time/batch = 90.552
117/293 (epoch 0), train_loss = 1.140, time/batch = 90.579
118/293 (epoch 0), train_loss = 1.148, time/batch = 90.647
119/293 (epoch 0), train_loss = 1.126, time/batch = 90.580
120/293 (epoch 0), train_loss = 1.101, time/batch = 90.621
121/293 (epoch 0), train_loss = 1.122, time/batch = 90.589
122/293 (epoch 0), train_loss = 1.131, time/batch = 90.616
123/293 (epoch 0), train_loss = 1.120, time/batch = 90.664
124/293 (epoch 0), train_loss = 1.113, time/batch = 90.613
125/293 (epoch 0), train_loss = 1.122, time/batch = 90.620
126/293 (epoch 0), train_loss = 1.142, time/batch = 90.554
127/293 (epoch 0), train_loss = 1.136, time/batch = 90.570
128/293 (epoch 0), train_loss = 1.119, time/batch = 90.561
129/293 (epoch 0), train_loss = 1.135, time/batch = 90.580
130/293 (epoch 0), train_loss = 1.169, time/batch = 90.553
131/293 (epoch 0), train_loss = 1.129, time/batch = 90.582
132/293 (epoch 0), train_loss = 1.143, time/batch = 90.649
133/293 (epoch 0), train_loss = 1.135, time/batch = 90.596
134/293 (epoch 0), train_loss = 1.136, time/batch = 90.553
135/293 (epoch 0), train_loss = 1.131, time/batch = 90.606
136/293 (epoch 0), train_loss = 1.144, time/batch = 90.571
137/293 (epoch 0), train_loss = 1.120, time/batch = 90.567
138/293 (epoch 0), train_loss = 1.115, time/batch = 90.616
139/293 (epoch 0), train_loss = 1.129, time/batch = 90.553
140/293 (epoch 0), train_loss = 1.133, time/batch = 90.514
141/293 (epoch 0), train_loss = 1.104, time/batch = 90.643
142/293 (epoch 0), train_loss = 1.116, time/batch = 90.555
143/293 (epoch 0), train_loss = 1.101, time/batch = 90.601
144/293 (epoch 0), train_loss = 1.115, time/batch = 90.552
145/293 (epoch 0), train_loss = 1.107, time/batch = 90.613
146/293 (epoch 0), train_loss = 1.090, time/batch = 90.612
147/293 (epoch 0), train_loss = 1.093, time/batch = 90.614
148/293 (epoch 0), train_loss = 1.094, time/batch = 90.631
149/293 (epoch 0), train_loss = 1.100, time/batch = 90.633
150/293 (epoch 0), train_loss = 1.104, time/batch = 90.613
151/293 (epoch 0), train_loss = 1.097, time/batch = 90.506
152/293 (epoch 0), train_loss = 1.090, time/batch = 90.600
153/293 (epoch 0), train_loss = 1.100, time/batch = 90.610
154/293 (epoch 0), train_loss = 1.093, time/batch = 90.562
155/293 (epoch 0), train_loss = 1.076, time/batch = 90.582
156/293 (epoch 0), train_loss = 1.094, time/batch = 90.586
157/293 (epoch 0), train_loss = 1.092, time/batch = 90.617
158/293 (epoch 0), train_loss = 1.077, time/batch = 90.577
159/293 (epoch 0), train_loss = 1.079, time/batch = 90.564
160/293 (epoch 0), train_loss = 1.071, time/batch = 90.653
161/293 (epoch 0), train_loss = 1.071, time/batch = 90.628
162/293 (epoch 0), train_loss = 1.042, time/batch = 90.577
163/293 (epoch 0), train_loss = 1.089, time/batch = 90.597
164/293 (epoch 0), train_loss = 1.051, time/batch = 90.574
165/293 (epoch 0), train_loss = 1.038, time/batch = 90.565
166/293 (epoch 0), train_loss = 1.047, time/batch = 90.593
167/293 (epoch 0), train_loss = 1.047, time/batch = 90.605
168/293 (epoch 0), train_loss = 1.047, time/batch = 90.628
169/293 (epoch 0), train_loss = 1.034, time/batch = 90.648
170/293 (epoch 0), train_loss = 1.032, time/batch = 90.589
171/293 (epoch 0), train_loss = 1.024, time/batch = 90.638
172/293 (epoch 0), train_loss = 1.015, time/batch = 90.628
173/293 (epoch 0), train_loss = 1.019, time/batch = 90.596
174/293 (epoch 0), train_loss = 1.017, time/batch = 90.558
175/293 (epoch 0), train_loss = 1.017, time/batch = 90.542
176/293 (epoch 0), train_loss = 1.018, time/batch = 90.591
177/293 (epoch 0), train_loss = 1.013, time/batch = 90.623
178/293 (epoch 0), train_loss = 0.994, time/batch = 90.621
179/293 (epoch 0), train_loss = 1.003, time/batch = 90.598
180/293 (epoch 0), train_loss = 0.994, time/batch = 90.621
181/293 (epoch 0), train_loss = 1.004, time/batch = 90.631
182/293 (epoch 0), train_loss = 1.004, time/batch = 90.627
183/293 (epoch 0), train_loss = 0.982, time/batch = 90.572
184/293 (epoch 0), train_loss = 0.994, time/batch = 90.559
185/293 (epoch 0), train_loss = 1.007, time/batch = 90.579
186/293 (epoch 0), train_loss = 0.978, time/batch = 90.633
187/293 (epoch 0), train_loss = 0.997, time/batch = 90.609
188/293 (epoch 0), train_loss = 1.015, time/batch = 90.626
189/293 (epoch 0), train_loss = 1.010, time/batch = 90.609
190/293 (epoch 0), train_loss = 0.993, time/batch = 90.578
191/293 (epoch 0), train_loss = 1.021, time/batch = 90.568
192/293 (epoch 0), train_loss = 1.005, time/batch = 90.580
193/293 (epoch 0), train_loss = 0.991, time/batch = 90.558
194/293 (epoch 0), train_loss = 1.000, time/batch = 90.547
195/293 (epoch 0), train_loss = 1.002, time/batch = 90.583
196/293 (epoch 0), train_loss = 0.990, time/batch = 90.621
197/293 (epoch 0), train_loss = 0.990, time/batch = 90.607
198/293 (epoch 0), train_loss = 1.002, time/batch = 90.607
199/293 (epoch 0), train_loss = 0.987, time/batch = 90.651
200/293 (epoch 0), train_loss = 0.975, time/batch = 90.619
201/293 (epoch 0), train_loss = 0.997, time/batch = 90.654
202/293 (epoch 0), train_loss = 0.999, time/batch = 90.563
203/293 (epoch 0), train_loss = 0.986, time/batch = 90.605
204/293 (epoch 0), train_loss = 0.995, time/batch = 90.624
205/293 (epoch 0), train_loss = 0.997, time/batch = 90.548
206/293 (epoch 0), train_loss = 0.986, time/batch = 90.551
207/293 (epoch 0), train_loss = 0.980, time/batch = 90.611
208/293 (epoch 0), train_loss = 1.002, time/batch = 90.666
209/293 (epoch 0), train_loss = 0.992, time/batch = 90.626
210/293 (epoch 0), train_loss = 0.987, time/batch = 90.570
211/293 (epoch 0), train_loss = 0.989, time/batch = 90.618
212/293 (epoch 0), train_loss = 0.983, time/batch = 90.610
213/293 (epoch 0), train_loss = 0.980, time/batch = 90.589
214/293 (epoch 0), train_loss = 0.988, time/batch = 90.625
215/293 (epoch 0), train_loss = 0.996, time/batch = 90.580
216/293 (epoch 0), train_loss = 0.967, time/batch = 90.595
217/293 (epoch 0), train_loss = 0.977, time/batch = 90.608
218/293 (epoch 0), train_loss = 0.985, time/batch = 90.637
219/293 (epoch 0), train_loss = 0.978, time/batch = 90.630
220/293 (epoch 0), train_loss = 0.960, time/batch = 90.630
221/293 (epoch 0), train_loss = 0.965, time/batch = 90.620
222/293 (epoch 0), train_loss = 0.975, time/batch = 90.579
223/293 (epoch 0), train_loss = 0.952, time/batch = 90.576
224/293 (epoch 0), train_loss = 0.957, time/batch = 90.625
225/293 (epoch 0), train_loss = 0.968, time/batch = 90.592
226/293 (epoch 0), train_loss = 0.943, time/batch = 90.574
227/293 (epoch 0), train_loss = 0.967, time/batch = 90.635
228/293 (epoch 0), train_loss = 0.957, time/batch = 90.686
229/293 (epoch 0), train_loss = 0.952, time/batch = 90.587
230/293 (epoch 0), train_loss = 0.953, time/batch = 90.671
231/293 (epoch 0), train_loss = 0.950, time/batch = 90.594
232/293 (epoch 0), train_loss = 0.964, time/batch = 90.630
233/293 (epoch 0), train_loss = 0.955, time/batch = 90.616
234/293 (epoch 0), train_loss = 0.948, time/batch = 90.589
235/293 (epoch 0), train_loss = 0.953, time/batch = 90.622
236/293 (epoch 0), train_loss = 0.952, time/batch = 90.623
237/293 (epoch 0), train_loss = 0.965, time/batch = 90.539
238/293 (epoch 0), train_loss = 0.956, time/batch = 90.639
239/293 (epoch 0), train_loss = 0.948, time/batch = 90.576
240/293 (epoch 0), train_loss = 0.970, time/batch = 90.644
241/293 (epoch 0), train_loss = 0.953, time/batch = 90.607
242/293 (epoch 0), train_loss = 0.944, time/batch = 90.604
243/293 (epoch 0), train_loss = 0.969, time/batch = 90.665
244/293 (epoch 0), train_loss = 0.957, time/batch = 90.647
245/293 (epoch 0), train_loss = 0.960, time/batch = 90.598
246/293 (epoch 0), train_loss = 0.952, time/batch = 90.608
247/293 (epoch 0), train_loss = 0.972, time/batch = 90.598
248/293 (epoch 0), train_loss = 0.962, time/batch = 90.581
249/293 (epoch 0), train_loss = 0.954, time/batch = 90.614
250/293 (epoch 0), train_loss = 0.971, time/batch = 90.564
251/293 (epoch 0), train_loss = 0.961, time/batch = 90.560
252/293 (epoch 0), train_loss = 0.968, time/batch = 90.550
253/293 (epoch 0), train_loss = 0.946, time/batch = 90.600
254/293 (epoch 0), train_loss = 0.945, time/batch = 90.630
255/293 (epoch 0), train_loss = 0.955, time/batch = 90.599
256/293 (epoch 0), train_loss = 0.964, time/batch = 90.587
257/293 (epoch 0), train_loss = 0.936, time/batch = 90.598
258/293 (epoch 0), train_loss = 0.947, time/batch = 90.607
259/293 (epoch 0), train_loss = 0.955, time/batch = 90.681
260/293 (epoch 0), train_loss = 0.935, time/batch = 90.605
261/293 (epoch 0), train_loss = 0.937, time/batch = 90.619
262/293 (epoch 0), train_loss = 0.943, time/batch = 90.561
263/293 (epoch 0), train_loss = 0.946, time/batch = 90.537
264/293 (epoch 0), train_loss = 0.941, time/batch = 90.589
265/293 (epoch 0), train_loss = 0.929, time/batch = 90.636
266/293 (epoch 0), train_loss = 0.935, time/batch = 90.633
267/293 (epoch 0), train_loss = 0.932, time/batch = 90.617
268/293 (epoch 0), train_loss = 0.929, time/batch = 90.600
269/293 (epoch 0), train_loss = 0.922, time/batch = 90.713
270/293 (epoch 0), train_loss = 0.923, time/batch = 90.584
271/293 (epoch 0), train_loss = 0.926, time/batch = 90.613
272/293 (epoch 0), train_loss = 0.940, time/batch = 90.710
273/293 (epoch 0), train_loss = 0.945, time/batch = 90.597
274/293 (epoch 0), train_loss = 0.967, time/batch = 90.611
275/293 (epoch 0), train_loss = 0.939, time/batch = 90.555
276/293 (epoch 0), train_loss = 0.934, time/batch = 90.572
277/293 (epoch 0), train_loss = 0.928, time/batch = 90.623
278/293 (epoch 0), train_loss = 0.932, time/batch = 90.694
279/293 (epoch 0), train_loss = 0.941, time/batch = 90.646
280/293 (epoch 0), train_loss = 0.922, time/batch = 90.594
281/293 (epoch 0), train_loss = 0.915, time/batch = 90.632
282/293 (epoch 0), train_loss = 0.936, time/batch = 90.631
283/293 (epoch 0), train_loss = 0.915, time/batch = 90.633
284/293 (epoch 0), train_loss = 0.925, time/batch = 90.615
285/293 (epoch 0), train_loss = 0.921, time/batch = 90.767
286/293 (epoch 0), train_loss = 0.923, time/batch = 90.614
287/293 (epoch 0), train_loss = 0.921, time/batch = 90.733
288/293 (epoch 0), train_loss = 0.916, time/batch = 90.852
289/293 (epoch 0), train_loss = 0.919, time/batch = 90.575
290/293 (epoch 0), train_loss = 0.907, time/batch = 90.629
291/293 (epoch 0), train_loss = 0.913, time/batch = 90.741
292/293 (epoch 0), train_loss = 0.923, time/batch = 90.618
